Method,Year,Season,Planting_Date,Irrig_Crit_Source,Irrig_Crit,ETref,ETc,ETcadj,E,T,DP,K,Rain,Irrig,Gross_Irrig,Num_Irrig,Mean_Irrig,Veff_end
DSR,2016,145,2016-07-01,mad,0.06,640.457,659.854,620.555,266.077,354.478,50.872,0.923,209.88,498.126,647.564,53,9.399,36.579
DSR,2017,120,2017-05-15,madDs,0.47,685.652,720.003,715.407,365.362,350.045,409.248,3.664,355.008,821.204,1067.565,34,24.153,52.402
DSR,2017,120,2017-05-15,madDs,0.75,685.652,714.123,708.451,359.482,348.969,313.091,2.638,355.008,722.33,939.028,24,30.097,56.641
DSR,2017,120,2017-05-15,madDs,0.94,685.652,657.663,651.116,303.022,348.095,318.072,2.762,355.008,669.113,869.847,18,37.173,55.779
DSR,2016,145,2016-07-15,mad,0.06,629.465,655.492,616.171,264.25,351.921,4.428,0.058,135.654,520.907,677.179,56,9.302,35.962
DSR,2017,120,2017-06-01,madDs,0.75,628.412,652.662,646.996,308.938,338.059,301.79,2.922,399.23,635.344,825.947,20,31.767,86.815
DSR,2017,120,2017-06-01,madDs,0.47,628.412,655.097,651.688,311.373,340.315,416.974,3.929,399.23,759.892,987.859,31,24.513,91.622
DSR,2017,120,2017-05-15,mad,0.06,685.652,701.291,657.538,346.65,310.888,150.364,1.392,355.008,505.393,657.011,37,13.659,53.345
DSR,2017,120,2017-06-01,madDs,0.94,628.412,629.198,623.313,285.474,337.839,283.63,2.604,399.23,597.375,776.588,16,37.336,90.797
DSR,2017,120,2017-06-15,madDs,0.75,577.977,596.113,592.9,258.655,334.245,403.616,4.057,399.23,648.929,843.608,19,34.154,52.417
DSR,2017,120,2017-06-01,mad,0.06,628.412,632.424,593.284,288.7,304.584,152.206,1.405,399.23,417.077,542.201,36,11.585,71.589
DSR,2017,120,2017-06-15,madDs,0.47,577.977,599.244,597.263,261.786,335.477,449.153,4.652,399.23,698.835,908.485,27,25.883,52.423
DSR,2017,120,2017-06-15,madDs,0.94,577.977,572.785,567.059,235.327,331.732,431.189,4.326,399.23,654.632,851.021,16,40.914,56.389
DSR,2017,120,2017-07-01,madDs,0.47,563.305,598.005,596.897,258.499,338.398,336.333,3.181,272.24,721.12,937.456,30,24.037,60.13
DSR,2017,120,2017-07-01,madDs,0.75,563.305,591.284,589.389,251.778,337.611,323.573,3.163,272.24,705.223,916.789,21,33.582,64.5
DSR,2017,120,2017-07-01,madDs,0.94,563.305,570.331,565.6,230.825,334.775,226.919,2.062,272.24,576.807,749.848,15,38.454,56.528
DSR,2017,120,2017-06-15,mad,0.06,577.977,569.736,538.402,232.278,306.124,151.082,1.697,399.23,324.075,421.298,33,9.82,34.596
DSR,2017,120,2017-07-15,madDs,0.75,536.357,563.807,561.248,237.276,323.972,312.096,3.089,259.808,682.227,886.895,20,34.111,69.22
DSR,2017,120,2017-07-01,mad,0.06,563.305,575.767,540.508,236.261,304.247,72.534,0.635,272.24,369.857,480.814,38,9.733,29.056
DSR,2017,120,2017-07-15,madDs,0.47,536.357,568.668,567.243,242.137,325.106,337.483,3.285,259.808,710.565,923.735,29,24.502,66.175
DSR,2017,120,2017-07-15,madDs,0.94,536.357,552.193,547.381,225.662,321.719,267.337,2.94,259.808,600.075,780.098,15,40.005,45.694
DSR,2017,135,2017-05-15,madDs,0.94,754.339,740.218,731.751,346.692,385.059,311.804,2.681,400.212,721.314,937.708,20,36.066,78.941
DSR,2017,120,2017-07-15,mad,0.06,536.357,538.709,508.215,212.178,296.037,69.648,0.626,259.808,358.114,465.549,39,9.182,40.588
DSR,2017,135,2017-05-15,madDs,0.75,754.339,787.358,781.581,393.831,387.749,343.888,2.702,400.212,820.582,1066.756,27,30.392,96.791
DSR,2017,135,2017-05-15,madDs,0.47,754.339,796.517,791.916,402.991,388.926,401.167,3.279,400.212,888.032,1154.442,37,24.001,96.616
DSR,2017,135,2017-06-01,madDs,0.94,704.466,695.481,687.668,307.659,380.009,389.752,3.029,399.23,730.617,949.802,19,38.454,53.198
DSR,2017,135,2017-06-01,madDs,0.75,704.466,729.648,724.444,341.825,382.619,443.867,3.744,399.23,817.686,1062.991,25,32.707,49.376
DSR,2017,135,2017-06-01,madDs,0.47,704.466,732.387,728.823,344.565,384.259,444.257,3.74,399.23,826.261,1074.139,32,25.821,53.183
DSR,2017,135,2017-05-15,mad,0.06,754.339,773.029,724.031,379.503,344.528,150.718,1.24,400.212,547.965,712.354,42,13.047,74.357
DSR,2017,135,2017-06-15,madDs,0.94,648.641,653.234,642.972,270.356,372.616,364.617,3.314,399.23,642.01,834.614,16,40.126,34.426
DSR,2017,135,2017-06-15,madDs,0.75,648.641,670.408,666.727,287.53,379.196,390.607,3.588,399.23,701.779,912.312,21,33.418,44.449
DSR,2017,135,2017-06-15,madDs,0.47,648.641,678.401,676.24,295.523,380.717,451.435,4.262,399.23,787.673,1023.975,31,25.409,60.003
DSR,2017,135,2017-06-01,mad,0.06,704.466,702.733,659.315,314.91,344.404,155.697,1.285,399.23,447.485,581.73,40,11.187,32.475
DSR,2017,135,2017-07-01,madDs,0.75,611.078,652.058,649.539,284.678,364.861,325.263,2.894,272.24,772.908,1004.78,23,33.605,70.345
DSR,2017,135,2017-07-01,madDs,0.94,611.078,634.676,630.082,267.297,362.784,293.295,2.579,272.24,726.751,944.776,19,38.25,75.701
DSR,2017,135,2017-07-01,madDs,0.47,611.078,659.098,657.864,291.719,366.145,373.561,3.059,272.24,832.009,1081.612,34,24.471,72.825
DSR,2017,135,2017-06-15,mad,0.06,648.641,643.098,606.367,260.22,346.146,151.875,1.529,399.23,390.208,507.27,41,9.517,31.971
DSR,2017,135,2017-07-15,madDs,0.47,591.766,623.86,622.447,274.814,347.633,362.968,3.158,259.808,790.0,1027.0,33,23.939,64.922
DSR,2017,135,2017-07-15,madDs,0.75,591.766,622.263,619.681,273.217,346.464,308.115,2.857,259.808,732.296,951.985,22,33.286,64.836
DSR,2017,135,2017-07-15,madDs,0.94,591.766,602.176,598.381,253.13,345.25,306.694,2.755,259.808,709.549,922.414,18,39.419,64.811
DSR,2017,135,2017-07-01,mad,0.06,611.078,632.455,597.821,265.076,332.745,68.995,0.546,272.24,433.489,563.535,45,9.633,38.913
DSR,2017,135,2017-07-15,mad,0.06,591.766,589.764,560.221,240.718,319.503,71.619,0.578,259.808,411.239,534.61,47,8.75,39.735
DSR,2017,145,2017-05-15,madDs,0.94,800.562,784.826,777.428,362.596,414.832,323.725,2.605,400.212,765.739,995.46,21,36.464,65.643
DSR,2017,145,2017-05-15,madDs,0.47,800.562,840.704,834.346,418.475,415.871,468.23,3.582,400.212,943.585,1226.66,39,24.194,42.065
DSR,2017,145,2017-05-15,madDs,0.75,800.562,841.287,832.791,419.057,413.734,407.75,3.04,400.212,881.549,1146.014,29,30.398,42.065
DSR,2017,145,2017-06-01,madDs,0.47,747.757,778.343,774.816,362.784,412.032,452.272,3.585,399.23,879.285,1143.07,34,25.861,52.199
DSR,2017,145,2017-06-01,madDs,0.75,747.757,773.667,765.776,358.109,407.667,415.473,3.672,399.23,822.495,1069.244,25,32.9,41.249
DSR,2017,145,2017-06-01,madDs,0.94,747.757,736.329,728.498,320.77,407.727,445.363,3.593,399.23,826.315,1074.209,21,39.348,52.456
DSR,2017,145,2017-05-15,mad,0.06,800.562,820.336,770.468,398.107,372.361,155.165,1.195,400.212,587.487,763.734,46,12.771,62.912
DSR,2017,145,2017-06-15,madDs,0.75,678.697,710.959,708.027,306.17,401.857,405.541,3.596,399.23,782.324,1017.022,23,34.014,68.761
DSR,2017,145,2017-06-15,madDs,0.94,678.697,696.676,689.734,291.887,397.846,376.385,3.107,399.23,731.218,950.584,18,40.623,65.105
DSR,2017,145,2017-06-15,madDs,0.47,678.697,717.269,714.887,312.48,402.407,458.9,4.183,399.23,838.917,1090.592,33,25.422,65.134
DSR,2017,145,2017-06-01,mad,0.06,747.757,745.875,700.312,330.316,369.996,155.76,1.217,399.23,488.331,634.83,45,10.852,32.26
DSR,2017,145,2017-07-01,madDs,0.75,643.585,681.379,679.134,297.362,381.772,364.608,2.881,272.24,836.254,1087.13,25,33.45,64.752
DSR,2017,145,2017-07-01,madDs,0.47,643.585,690.623,689.547,306.607,382.94,373.54,2.937,272.24,855.67,1112.372,36,23.769,64.824
DSR,2017,145,2017-07-01,madDs,0.94,643.585,669.037,664.266,285.02,379.246,293.16,2.337,272.24,747.297,971.487,20,37.365,62.111
DSR,2017,145,2017-06-15,mad,0.06,678.697,678.509,640.781,273.72,367.061,152.469,1.442,399.23,427.966,556.355,45,9.51,34.719
DSR,2017,145,2017-07-15,madDs,0.75,618.251,656.109,653.37,290.837,362.534,286.513,2.701,259.808,735.066,955.586,23,31.959,55.519
DSR,2017,145,2017-07-15,madDs,0.47,618.251,657.814,656.412,292.541,363.871,377.402,3.084,259.808,841.923,1094.499,35,24.055,68.444
DSR,2017,145,2017-07-15,madDs,0.94,618.251,634.149,629.786,268.876,360.911,320.339,2.713,259.808,742.946,965.83,19,39.102,53.157
DSR,2017,145,2017-07-01,mad,0.06,643.585,662.831,628.266,278.814,349.452,69.466,0.519,272.24,466.931,607.01,50,9.339,41.438
DSR,2018,120,2018-05-15,madDs,0.47,697.352,726.465,719.76,390.194,329.566,487.99,4.274,484.475,776.672,1009.674,30,25.889,54.103
DSR,2018,120,2018-05-15,madDs,0.75,697.352,699.482,693.292,363.212,330.081,356.783,3.457,484.475,618.997,804.696,20,30.95,54.103
DSR,2018,120,2018-05-15,madDs,0.94,697.352,661.77,655.233,325.5,329.732,372.015,3.365,484.475,596.169,775.02,16,37.261,54.103
DSR,2017,145,2017-07-15,mad,0.06,618.251,621.092,592.193,255.819,336.374,72.678,0.554,259.808,442.099,574.728,51,8.669,37.563
DSR,2018,120,2018-06-01,madDs,0.75,603.328,620.581,615.707,310.664,305.042,558.954,5.318,613.71,625.683,813.388,19,32.931,65.641
DSR,2018,120,2018-06-01,madDs,0.47,603.328,628.475,624.643,318.558,306.085,577.774,5.847,613.71,653.439,849.471,26,25.132,65.641
DSR,2018,120,2018-05-15,mad,0.06,697.352,687.819,652.471,351.549,300.922,188.372,1.811,484.475,437.804,569.145,31,14.123,82.309
DSR,2018,120,2018-06-01,madDs,0.94,603.328,595.999,591.6,286.082,305.518,479.172,4.845,613.71,524.399,681.718,14,37.457,68.245
DSR,2018,120,2018-06-01,mad,0.06,603.328,587.933,565.404,278.016,287.388,282.294,2.896,613.71,298.166,387.615,26,11.468,65.085
DSR,2018,120,2018-06-15,madDs,0.75,552.583,575.911,572.889,267.444,305.445,479.836,4.69,569.771,534.961,695.449,17,31.468,52.787
DSR,2018,120,2018-06-15,madDs,0.47,552.583,579.841,575.371,271.375,303.997,587.539,5.665,569.771,633.488,823.535,26,24.365,41.13
DSR,2018,120,2018-06-15,madDs,0.94,552.583,558.254,554.739,249.788,304.951,496.856,4.864,569.771,536.031,696.84,14,38.288,54.988
DSR,2018,120,2018-07-01,madDs,0.75,512.665,537.73,535.315,234.662,300.653,490.36,4.736,501.7,571.912,743.486,17,33.642,47.937
DSR,2018,120,2018-06-15,mad,0.06,552.583,548.395,520.034,239.928,280.106,303.961,3.225,569.771,279.662,363.561,27,10.358,26.219
DSR,2018,120,2018-07-01,madDs,0.47,512.665,542.672,540.848,239.605,301.244,564.3,5.29,501.7,658.362,855.87,25,26.334,54.913
DSR,2018,120,2018-07-01,madDs,0.94,512.665,530.444,527.382,227.377,300.006,419.663,4.047,501.7,511.949,665.534,13,39.381,66.604
DSR,2018,120,2018-07-15,madDs,0.75,482.622,512.003,510.455,216.21,294.245,487.497,5.606,485.584,571.565,743.035,16,35.723,59.198
DSR,2018,120,2018-07-15,madDs,0.47,482.622,514.179,513.494,218.385,295.109,565.758,6.385,485.584,662.291,860.978,27,24.529,68.623
DSR,2018,120,2018-07-01,mad,0.06,512.665,527.052,499.324,223.984,275.34,286.757,3.111,501.7,314.885,409.35,33,9.542,30.503
DSR,2018,120,2018-07-15,madDs,0.94,482.622,503.829,501.569,208.035,293.534,425.513,4.774,485.584,500.623,650.809,12,41.719,59.125
DSR,2018,135,2018-05-15,madDs,0.75,757.666,763.884,757.628,401.248,356.38,571.833,4.708,613.71,786.261,1022.139,24,32.761,71.217
DSR,2018,135,2018-05-15,madDs,0.94,757.666,717.06,710.522,354.423,356.098,460.868,3.833,613.71,632.096,821.725,17,37.182,75.23
DSR,2018,120,2018-07-15,mad,0.06,482.622,491.47,469.075,195.676,273.399,281.739,3.576,485.584,302.831,393.68,35,8.652,37.602
DSR,2018,135,2018-05-15,madDs,0.47,757.666,788.404,782.548,425.768,356.78,586.263,4.824,613.71,825.55,1073.215,33,25.017,71.155
DSR,2018,135,2018-06-01,madDs,0.94,672.252,660.146,655.002,306.719,348.283,576.854,5.008,613.71,670.384,871.499,17,39.434,53.145
DSR,2018,135,2018-06-01,madDs,0.75,672.252,687.929,683.554,334.502,349.052,564.716,4.776,613.71,691.066,898.385,21,32.908,57.414
DSR,2018,135,2018-06-01,madDs,0.47,672.252,702.78,698.922,349.354,349.568,658.832,5.941,613.71,804.217,1045.482,32,25.132,61.081
DSR,2018,135,2018-05-15,mad,0.06,757.666,741.181,705.631,378.545,327.086,282.368,2.363,613.71,442.514,575.269,33,13.41,68.932
DSR,2018,135,2018-06-15,madDs,0.94,615.981,612.921,606.895,270.585,336.31,510.625,4.669,569.771,585.948,761.733,15,39.063,38.98
DSR,2018,135,2018-06-15,madDs,0.75,615.981,640.239,636.855,297.902,338.953,494.42,4.531,569.771,621.664,808.163,19,32.719,60.94
DSR,2018,135,2018-06-15,madDs,0.47,615.981,645.821,643.485,303.484,340.001,578.664,5.227,569.771,719.133,934.873,28,25.683,67.535
DSR,2018,135,2018-06-01,mad,0.06,672.252,653.396,622.136,299.97,322.166,306.048,2.816,613.71,343.645,446.739,32,10.739,30.08
DSR,2018,135,2018-07-01,madDs,0.75,565.947,601.349,599.196,266.798,332.399,486.42,4.529,501.715,636.618,827.603,19,33.506,52.716
DSR,2018,135,2018-07-01,madDs,0.47,565.947,608.219,606.803,273.667,333.136,570.427,5.227,501.715,747.084,971.209,31,24.099,71.569
DSR,2018,135,2018-06-15,mad,0.06,615.981,607.422,580.788,265.085,315.702,294.739,2.851,569.771,339.3,441.091,33,10.282,34.325
DSR,2018,135,2018-07-01,madDs,0.94,565.947,588.939,584.979,254.387,330.592,464.921,4.117,501.715,604.428,785.756,15,40.295,56.243
DSR,2018,135,2018-07-15,madDs,0.75,533.739,570.768,569.264,244.349,324.915,498.51,5.126,485.596,641.302,833.693,18,35.628,59.123
DSR,2018,135,2018-07-15,madDs,0.94,533.739,565.141,563.115,238.723,324.392,429.176,4.314,485.596,568.512,739.065,14,40.608,61.817
DSR,2018,135,2018-07-01,mad,0.06,565.947,583.823,557.099,249.271,307.828,279.024,2.932,501.715,372.486,484.232,39,9.551,38.078
DSR,2018,135,2018-07-15,madDs,0.47,533.739,573.654,572.982,247.235,325.747,590.103,5.92,485.596,749.36,974.168,31,24.173,71.87
DSR,2018,145,2018-05-15,madDs,0.94,799.911,756.993,750.596,369.045,381.551,496.12,3.872,613.71,679.756,883.682,18,37.764,47.456
DSR,2018,145,2018-05-15,madDs,0.75,799.911,794.311,788.01,406.363,381.647,591.098,4.596,613.71,814.695,1059.103,24,33.946,50.003
DSR,2018,145,2018-05-15,madDs,0.47,799.911,828.797,822.898,440.848,382.05,622.298,4.82,613.71,880.783,1145.018,35,25.165,50.003
DSR,2018,135,2018-07-15,mad,0.06,533.739,549.013,526.086,222.595,303.491,279.594,3.221,485.596,359.246,467.02,42,8.553,39.162
DSR,2018,145,2018-06-01,madDs,0.75,711.376,728.504,723.918,357.072,366.846,535.657,4.199,613.71,702.703,913.514,22,31.941,57.746
DSR,2018,145,2018-06-01,madDs,0.47,711.376,737.111,733.284,365.679,367.606,664.275,5.531,613.71,847.302,1101.493,34,24.921,64.361
DSR,2018,145,2018-06-01,madDs,0.94,711.376,699.671,694.922,328.239,366.683,550.687,4.477,613.71,688.754,895.381,18,38.264,57.764
DSR,2018,145,2018-05-15,mad,0.06,799.911,781.043,745.784,393.095,352.689,306.386,2.607,613.71,484.882,630.347,38,12.76,47.129
DSR,2018,145,2018-06-15,madDs,0.94,650.142,649.614,644.278,283.603,360.675,519.113,4.23,569.78,636.278,827.162,16,39.767,43.448
DSR,2018,145,2018-06-15,madDs,0.47,650.142,682.041,679.649,316.03,363.619,615.489,4.951,569.78,785.954,1021.74,31,25.353,61.377
DSR,2018,145,2018-06-15,madDs,0.75,650.142,676.527,673.369,310.516,362.853,497.279,4.029,569.78,650.569,845.74,20,32.528,50.482
DSR,2018,145,2018-06-01,mad,0.06,711.376,684.68,654.083,313.248,340.835,306.721,2.661,613.71,378.663,492.262,36,10.518,32.476
DSR,2018,145,2018-07-01,madDs,0.94,597.002,616.515,613.237,264.088,349.149,465.558,3.792,501.72,639.703,831.614,16,39.981,62.628
DSR,2018,145,2018-07-01,madDs,0.75,597.002,633.315,630.907,280.888,350.019,519.357,4.571,501.72,701.884,912.449,21,33.423,53.34
DSR,2018,145,2018-07-01,madDs,0.47,597.002,640.174,638.732,287.746,350.986,599.332,5.343,501.72,805.667,1047.368,34,23.696,69.324
DSR,2018,145,2018-06-15,mad,0.06,650.142,643.469,614.271,277.458,336.814,311.455,2.899,569.78,389.628,506.517,39,9.99,34.463
DSR,2018,145,2018-07-15,madDs,0.75,558.618,599.905,598.663,261.846,336.817,523.507,4.992,485.596,711.703,925.214,21,33.891,75.211
DSR,2018,145,2018-07-15,madDs,0.47,558.618,600.289,599.622,262.23,337.392,604.562,5.676,485.596,796.678,1035.681,33,24.142,78.195
DSR,2018,145,2018-07-15,madDs,0.94,558.618,591.602,589.706,253.543,336.162,440.419,4.137,485.596,616.515,801.47,15,41.101,71.986
DSR,2018,145,2018-07-01,mad,0.06,597.002,614.375,588.006,261.948,326.058,279.599,2.76,501.72,407.386,529.601,44,9.259,41.501
DSR,2019,120,2019-05-15,madDs,0.75,723.514,755.986,748.517,403.448,345.069,363.578,3.251,404.108,764.326,993.624,25,30.573,56.954
DSR,2019,120,2019-05-15,madDs,0.94,723.514,688.803,682.323,336.264,346.059,332.4,3.033,404.108,667.123,867.26,18,37.062,57.122
DSR,2019,120,2019-05-15,madDs,0.47,723.514,758.298,752.063,405.76,346.303,449.643,3.957,404.108,848.164,1102.613,32,26.505,51.18
DSR,2018,145,2018-07-15,mad,0.06,558.618,573.32,551.475,235.261,316.214,284.133,3.078,485.596,391.076,508.399,46,8.502,41.064
DSR,2019,120,2019-06-01,madDs,0.75,649.057,641.621,637.106,314.483,322.623,372.053,3.367,388.478,671.928,873.507,20,33.596,52.127
DSR,2019,120,2019-06-01,madDs,0.47,649.057,665.698,660.813,338.56,322.252,408.454,3.702,388.478,742.901,965.772,28,26.532,62.992
DSR,2019,120,2019-05-15,mad,0.06,723.514,726.373,686.042,373.835,312.207,140.834,1.28,404.108,473.334,615.334,31,15.269,51.18
DSR,2019,120,2019-06-01,madDs,0.94,649.057,625.249,620.188,298.111,322.077,385.76,3.47,388.478,676.355,879.261,18,37.575,59.764
DSR,2019,120,2019-06-15,madDs,0.47,587.7,608.087,604.476,288.58,315.897,536.251,4.917,420.63,769.513,1000.367,29,26.535,50.453
DSR,2019,120,2019-06-01,mad,0.06,649.057,650.244,616.695,323.106,293.589,134.191,1.446,388.478,392.517,510.273,29,13.535,30.989
DSR,2019,120,2019-06-15,madDs,0.75,587.7,588.202,582.869,268.695,314.174,484.134,4.44,420.63,688.956,895.643,20,34.448,43.62
DSR,2019,120,2019-06-15,madDs,0.94,587.7,577.881,573.588,258.374,315.214,384.491,3.77,420.63,604.807,786.249,16,37.8,68.395
DSR,2019,120,2019-07-01,madDs,0.75,533.59,546.971,544.301,230.723,313.578,381.23,3.862,416.12,568.115,738.55,16,35.507,59.453
DSR,2019,120,2019-07-01,madDs,0.47,533.59,555.122,552.589,238.873,313.716,522.381,5.196,416.12,724.211,941.474,26,27.854,66.109
DSR,2019,120,2019-07-01,madDs,0.94,533.59,544.15,540.406,227.901,312.505,431.066,4.356,416.12,626.542,814.504,16,39.159,71.939
DSR,2019,120,2019-06-15,mad,0.06,587.7,587.508,563.136,268.001,295.134,140.377,1.532,420.63,346.41,450.333,31,11.175,64.564
DSR,2019,120,2019-07-15,madDs,0.75,505.068,537.222,536.061,225.427,310.634,395.747,4.298,424.059,589.918,766.894,16,36.87,82.332
DSR,2019,120,2019-07-15,madDs,0.47,505.068,536.11,535.296,224.315,310.981,479.511,5.041,424.059,665.862,865.62,24,27.744,75.2
DSR,2019,120,2019-07-01,mad,0.06,533.59,539.769,518.773,223.52,295.253,145.288,1.704,416.12,291.098,378.428,30,9.703,43.906
DSR,2019,120,2019-07-15,madDs,0.94,505.068,527.373,524.89,215.578,309.312,337.529,3.645,424.059,504.119,655.354,12,42.01,65.758
DSR,2019,120,2019-07-15,mad,0.06,505.068,518.924,499.463,207.128,292.334,142.501,1.722,424.059,269.341,350.143,31,8.688,51.436
DSR,2019,135,2019-05-15,madDs,0.94,790.228,745.997,737.524,359.413,378.111,419.795,3.351,404.108,789.795,1026.734,21,37.609,37.199
DSR,2019,135,2019-05-15,madDs,0.47,790.228,831.315,825.358,444.731,380.627,440.665,3.518,404.108,916.937,1192.018,35,26.198,55.636
DSR,2019,135,2019-05-15,madDs,0.75,790.228,835.319,828.014,448.736,379.278,412.633,3.451,404.108,898.818,1168.463,29,30.994,62.893
DSR,2019,135,2019-06-01,madDs,0.75,714.44,713.756,706.673,344.946,361.728,438.441,3.573,431.14,753.328,979.327,22,34.242,40.234
DSR,2019,135,2019-06-01,madDs,0.47,714.44,736.124,730.7,367.314,363.387,551.602,4.418,431.14,896.746,1165.769,34,26.375,46.464
DSR,2019,135,2019-06-01,madDs,0.94,714.44,695.901,690.577,327.091,363.487,433.323,3.33,431.14,756.212,983.075,20,37.811,64.331
DSR,2019,135,2019-05-15,mad,0.06,790.228,793.672,748.425,407.089,341.337,144.838,1.318,404.108,520.054,676.07,36,14.446,31.513
DSR,2019,135,2019-06-15,madDs,0.94,654.844,652.419,647.538,286.886,360.652,373.068,3.18,434.59,639.702,831.613,17,37.63,54.724
DSR,2019,135,2019-06-15,madDs,0.75,654.844,677.471,672.775,311.937,360.838,477.213,4.02,434.59,775.952,1008.738,23,33.737,61.591
DSR,2019,135,2019-06-01,mad,0.06,714.44,723.567,690.789,354.756,336.032,139.18,1.334,431.14,457.963,595.352,36,12.721,60.014
DSR,2019,135,2019-06-15,madDs,0.47,654.844,684.474,680.874,318.94,361.934,547.827,4.731,434.59,861.038,1119.349,32,26.907,67.964
DSR,2019,135,2019-07-01,madDs,0.75,590.901,617.77,615.009,262.734,352.275,468.285,4.248,434.283,726.878,944.941,20,36.344,78.731
DSR,2019,135,2019-07-01,madDs,0.94,590.901,613.902,609.706,258.866,350.84,429.572,3.904,434.283,666.58,866.554,17,39.211,62.333
DSR,2019,135,2019-07-01,madDs,0.47,590.901,623.749,621.213,268.713,352.5,565.969,5.3,434.283,837.0,1088.1,30,27.9,85.051
DSR,2019,135,2019-06-15,mad,0.06,654.844,657.834,629.003,292.3,336.702,147.029,1.507,434.59,380.239,494.31,36,10.562,39.834
DSR,2019,135,2019-07-15,madDs,0.47,555.416,595.61,595.064,254.347,340.717,478.625,4.696,450.099,713.2,927.16,28,25.471,89.64
DSR,2019,135,2019-07-15,madDs,0.75,555.416,596.227,595.079,254.965,340.115,448.936,4.585,450.099,670.044,871.057,20,33.502,76.135
DSR,2019,135,2019-07-15,madDs,0.94,555.416,580.568,578.215,239.306,338.909,341.416,3.35,450.099,540.399,702.519,13,41.569,70.867
DSR,2019,135,2019-07-01,mad,0.06,590.901,607.044,581.678,252.009,329.67,148.315,1.532,434.283,343.476,446.518,36,9.541,48.514
DSR,2019,145,2019-05-15,madDs,0.94,826.472,785.925,780.341,374.311,406.03,488.245,3.616,446.77,888.412,1154.936,23,38.627,67.211
DSR,2019,135,2019-07-15,mad,0.06,555.416,574.615,551.48,233.353,318.128,144.348,1.565,450.099,308.076,400.499,36,8.558,62.347
DSR,2019,145,2019-05-15,madDs,0.75,826.472,880.209,873.491,468.596,404.895,351.64,2.618,446.77,866.585,1126.56,29,29.882,89.161
DSR,2019,145,2019-05-15,madDs,0.47,826.472,876.864,870.853,465.25,405.603,501.173,3.743,446.77,992.065,1289.684,38,26.107,67.423
DSR,2019,145,2019-06-01,madDs,0.94,757.165,744.335,739.137,347.942,391.195,386.018,2.995,445.1,752.41,978.133,20,37.621,73.234
DSR,2019,145,2019-06-01,madDs,0.75,757.165,772.236,766.474,375.843,390.631,492.747,3.836,445.1,871.791,1133.328,26,33.53,58.549
DSR,2019,145,2019-06-01,madDs,0.47,757.165,783.128,778.338,386.735,391.603,627.5,4.565,445.1,1032.963,1342.852,38,27.183,73.106
DSR,2019,145,2019-05-15,mad,0.06,826.472,838.563,794.889,426.95,367.939,144.992,1.398,446.77,564.395,733.713,41,13.766,71.899
DSR,2019,145,2019-06-15,madDs,0.75,691.384,713.997,709.449,326.962,382.487,548.916,4.24,437.024,884.688,1150.094,26,34.026,64.384
DSR,2019,145,2019-06-15,madDs,0.47,691.384,721.467,717.844,334.432,383.412,561.759,4.594,437.024,910.273,1183.354,34,26.773,68.73
DSR,2019,145,2019-06-15,madDs,0.94,691.384,687.912,681.924,300.877,381.047,444.468,3.507,437.024,733.456,953.493,19,38.603,45.125
DSR,2019,145,2019-06-01,mad,0.06,757.165,763.599,727.657,367.206,360.45,134.391,1.141,445.1,460.873,599.135,37,12.456,44.805
DSR,2019,145,2019-07-01,madDs,0.75,623.32,649.091,646.365,279.007,367.358,471.105,4.069,434.283,752.64,978.432,21,35.84,70.202
DSR,2019,145,2019-07-01,madDs,0.94,623.32,646.458,642.347,276.374,365.973,432.427,3.745,434.283,704.678,916.081,18,39.149,64.936
DSR,2019,145,2019-07-01,madDs,0.47,623.32,654.752,652.38,284.669,367.711,577.722,5.085,434.283,865.283,1124.868,32,27.04,70.213
DSR,2019,145,2019-06-15,mad,0.06,691.384,692.414,661.249,305.379,355.87,148.34,1.419,437.024,407.52,529.776,39,10.449,35.992
DSR,2019,145,2019-07-15,madDs,0.47,579.629,622.871,622.169,270.46,351.709,523.055,4.769,457.216,780.155,1014.201,30,26.005,92.524
DSR,2019,145,2019-07-15,madDs,0.94,579.629,613.055,610.869,260.644,350.225,323.886,2.901,457.216,568.205,738.667,14,40.586,90.996
DSR,2019,145,2019-07-15,madDs,0.75,579.629,625.136,624.294,272.726,351.569,437.706,4.256,457.216,696.506,905.457,21,33.167,92.085
DSR,2019,145,2019-07-01,mad,0.06,623.32,635.703,610.565,265.62,344.946,149.411,1.445,434.283,367.11,477.243,39,9.413,42.166
DSR,2019,145,2019-07-15,mad,0.06,579.629,600.972,579.955,248.561,331.394,146.446,1.528,457.216,343.743,446.866,41,8.384,74.636
TPR,1989,120,1989-06-15,madVp,50.0,664.12,716.29,716.29,376.68,339.62,455.44,3.78,489.67,816.31,1061.2,11,74.21,137.39
TPR,1989,120,1989-06-01,madDs,0.75,705.35,769.99,769.84,423.49,346.35,356.38,3.03,483.44,791.56,1029.03,8,98.95,151.92
TPR,1989,120,1989-06-01,madDs,0.47,705.35,769.99,769.99,423.49,346.5,402.31,3.39,483.44,820.02,1066.03,9,91.11,134.31
TPR,1989,120,1989-06-15,madDs,0.47,664.12,714.69,712.7,375.07,337.62,358.36,3.02,489.67,638.63,830.22,7,91.23,57.24
TPR,1989,120,1989-06-15,madVp,10.0,664.12,716.29,716.29,376.68,339.62,435.38,3.63,489.67,746.31,970.2,10,74.63,84.38
