ETref,ETc,ETcadj,E,T,DP,Irrig,IrrLoss,Rain,Runoff,Dr_ini,Dr_end,Year
626.3531509109546,444.1559382679329,415.9511667576219,125.5136619293879,290.43750482823395,121.44965246362254,178.27499718785324,0.0,360.709962912,0.0,24.620000000000005,71.8096397539429,2000
614.1350604596631,496.147580871542,463.2895288043776,161.03456382348014,302.2549649808974,167.3546428759975,226.2301115384076,0.0,405.647171424,0.0,24.620000000000005,72.2139789913781,2001
686.4812402189128,459.7156731126774,448.03827956185705,140.87280054237573,307.16547901948127,86.44383987839655,309.33809783206584,0.0,238.440014496,0.0,24.620000000000005,60.14207040386446,2002
596.8138009622786,451.05573003608606,433.092846756566,170.29140603139962,262.8014407251664,336.1158981227485,141.5482017306507,0.0,630.93006432,0.0,24.620000000000005,70.01854589182602,2003
656.5978486966063,454.5220964805735,415.3507424459707,126.29117430062568,289.059568145345,150.40957737456526,204.29004174658644,0.0,361.719102816,0.0,24.620000000000005,73.13373902060508,2004
658.2125595687477,514.4229491140628,496.5005564505776,196.5518462291597,299.94871022141785,184.8040194295689,283.8389197221949,0.0,450.129996288,0.0,24.620000000000005,20.61069713863202,2005
657.1678959559907,462.2543921923136,406.46027029422027,136.27483725219986,270.1854330420204,64.7430324366778,197.25486129009437,0.0,273.779997408,0.0,24.620000000000005,73.67748490067213,2006
673.7137845282384,492.6663017381799,453.7349100313519,159.31862819296612,294.41628183838577,145.28763291451833,224.04270976636644,0.0,375.48998496,0.0,24.620000000000005,72.7695824258436,2007
557.459769190626,430.662182487228,419.9210011371314,136.86789994609398,283.05310119103746,494.9348327403357,195.6894902065675,0.0,757.61612064,0.0,24.620000000000005,34.99076071203735,2008
706.7010893810508,478.6932707507448,457.8240393828546,156.9385785040842,300.8854608787704,115.17917530472268,323.3221105365884,0.0,255.720014496,0.0,24.620000000000005,67.22680055365544,2009
587.599446832812,388.22178831954295,381.8435274611788,123.04179334444288,258.8017341167359,491.5342982237224,94.0129149743665,0.0,812.85657408,0.0,24.620000000000005,39.82715395527347,2010
588.342833355443,453.14031531592826,447.30606518675137,165.19479161281006,282.1112735739413,207.4539379449288,79.42819835297517,0.0,602.0562384,0.0,0.0,58.87556637870502,2011
672.8428974261354,440.1056814996247,428.5615711616507,152.35839056983764,276.20318059181307,167.29142019690255,194.41962990175924,0.0,427.71999456,0.0,24.620000000000005,46.98400568297217,2012
602.2817859693903,467.5845753365831,450.4562545599803,176.80003154369643,273.6562230162839,252.6900861100919,157.56867154013415,0.0,555.1292793599999,0.0,24.620000000000005,63.83798482724325,2013
693.1669830914809,477.01322593718544,429.8741712511384,137.64356461505972,292.2306066360787,39.62361167362143,320.6110790118748,0.0,149.1099897024,0.0,24.620000000000005,73.15573251352903,2014
632.8187678027899,474.9129761538034,457.781154453024,159.25948389005737,298.5216705629667,119.96692319700172,255.85341780416397,0.0,336.380008896,0.0,24.620000000000005,58.98152361070621,2015
617.0010510423099,451.7697606234455,439.3699319800148,150.91642401992613,288.45350796008864,62.63720957465865,254.45306551842475,0.0,259.729984512,0.0,24.620000000000005,61.15685063158928,2016
628.4117502096965,474.1697602021628,439.9573486227223,161.5194009548833,278.43794766783896,125.39168926751908,183.4836763631716,0.0,399.229999776,0.0,24.620000000000005,55.88929453935873,2017
603.3275421869049,427.6600034561278,406.38945666723015,147.9626137437316,258.4268429234985,270.0435480161539,113.9091500279187,0.0,613.709955072,0.0,24.620000000000005,22.16026397490721,2018
649.0567064361235,437.6768755250823,397.9844350123561,138.98346457186187,259.00097044049426,84.51910604911531,93.83851014253584,0.0,388.47762432,0.0,24.620000000000005,73.52176063931782,2019
